address,symbol,name,decimals,total_supply,block_number
0x840fbc2b8489c37af2c8480d6d6f0008c4f2de48,%,My DAO shares,2,10000,
0xe2d3702146f8dec408a37025c0c2616736d0bc82,,,0,10000101000000,
0xf04e24bed4e4e8064b8fe8a5c0fb4afc7f91a2b7,S1,08162016Service1,18,0,
0xde85e917a6ff6b6bededbcf16cb10a8223ede2dd,ALIEN 👽,Alien,0,,
0x7739e6fc3c9f24c00bdd73106c35ca5aef6bf7f3,ETM,Ethermusic,0,,
0xd814ce7c243bfc38308c856fc5d7058469dd584e,test,test,16,10000000000,
0xd909202b107be6a536fa96f35e3498c3a4a81a07,BB,Asset B,0,,
0xa2ebef90c59aebd21f942eb6638e8e873bffa8bf,,"Tesla Motors, Inc.",0,365027,
0xed6ac8de7c7ca7e3a22952e09c2a2a1232ddef9a,🍖,Unicorn Meat,3,9224570,
0x1922ba6c780e9daee0cc305b56ba1ed26cf6d2bd,TKC,Takakoin,0,,
0x780dd5524c4252a7896717b1f637ab9f297477aa,,,,14603,
0x066dd658faa8322ac778aad0ec01bd9e8a2e7b5f,,,,,
0x8c4bb76223953b12c032ba25d41fa824c6f3723d,₭,kiik,0,100000000,
0x314569f698bc934a4549f1d32397a8e8787fd0b6,CNS,Coin,2,,
0x8ca35a2f5cd9ecfee6ec12f24280cd9d4e950c7d,|S|,SinclairCoin,5,1000000000,
0x072767d10bd9559f16f28e51434efce8508737ab,^,mike,0,50,
0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,,,,1999999996600000,
0x6535a414ba79dfd2ced381d95b2b7363d80e82a8,BB,Asset B,0,,
0x6138abdaedd1708d323c2b487a2f1c72a56cc075,LOFTVR,loftVR Founder's Token,2,125000,
0x244b5355fa3f6230f9b71e69f0b601d5d4a85eec,DAC,DamirCoin,0,11579209000000000000000000000000000000000000000000000000000000000000000000000,
0x5b1c1edfce67ece9218a10d3aac08eafc4554fa9,%,Astralcoin,2,200,
0x56168d5d0ca9dd1bab1b8ded491649c5b7cdabd0,DC,DubbCoin,,1000000,
0x0b8a631da5fa530bec452ca634ada2f35753a9d0,,EtherEgg,,,
0x591b307f8d51335bd007a7b4b0b4b8a08d368f33,%,KIVA Shares,8,,
0x684282178b1d61164febcf9609ca195bef9a33b5,sh,shares,0,12000,
0x8a0b307e7e97e5ec998a16885469bd4ac1593739,,,,,
0x225bc3affc1da39bd3cb2100c74a41c62310d1e1,,,,0,
0x38f9a4fb39e27d6b9a7babb098703596bb16716a,NxC,Nexium,3,100000000000,
0x94cf02f0175d26d14f980daa0ee64929fbf5196c,%,Slock DAO Ownership,8,,
0xa35f233822cdf8fceba04c27676d535124d4a940,%,My DOA shares,2,,
0x2083ba165b902a02a6bf931287dfedd50a4ddd21,test4,test4,2,1000000000000000000000000000,
0x440c59b325d2997a134c2c7c60a8c61611212bad,,,1,266854104538363000000,
0x98f853e2b845a20fe4468665dda0974459ffb226,%,BlueSkyCoin,2,,
0xe900b65a8eb688b68d82d11d3be9eadbf8f1f7dd,G,GLY,8,1100000000000000000,
0x683c53084d997e6056c555f85f031f8317e26c2b,E/,MicroDAO,,,
0x827c3bc4baa7c0049a8c9373b098c11f036896ae,⚔,TicinoCoin,0,100,
0x767211accca8574d835e74cfb30af1dbe7e011d3,,,,5000000000000,
0x12e1cdd0482111c07b811c9359f81d151543131d,D,Dinar,0,,
0xd9aef3a1e38a39c16b31d1ace71bca8ef58d315b,,,1,100000129545173000000,
0x7b9b5cb666de4822cbccdd034374fceec16615f4,test,test,16,1000000000000000000000000,
0xebf802d200f1479c3618cbadfb87bf9b05b95fb8,Kiva,KivaCoin,8,,
0xcbfbb974aa59868230cb5959c834d877f0d46bea,,,,,
0xc49f2818e64cb62c9cfec9a630934234fcc624c6,IKTD,IKT-dollar,2,15000,
0xaccc33066fdc493d580cdd41eef6a68fc6a42e3a,%,ACMEcorp_Shares,2,20000,
0x1cf3bd50ae5bbbfd821b4dae677d7bd605b7bea7,BB,Asset B,0,,
0xcec1bf073f1be9ec1436e3319705964fb0a62e12,TKT,TokenTest,0,,
0x4a41659df69d663d000764d3b235908e5937c6b2,,,,1961341200000000000000,
0x8e70c05713d2c2f86d8fb0215891533cc697a97e,,,0,31809351624036700000,
0xb6223a359f7eac788761be8b1026493d09ea4bf1,B,Bullets,0,57350,
0x83ffc24d41f42daf16e63f88e5018c0bcf67d4d7,BB,Asset B,0,,
0x0b8d56c26d8cf16fe1bddf4967753503d974de06,,,,2567959601,
0x39fcf0058052c203f821eb4047be7503dc1dbf01,YDC,YDC,9,150000000000000000,
0x558376a0b876fa09e6f779caf942a6aa98d81fcc,MS70,MyService70,2,0,
0xd0d67539676be1a735a7555ab6513720d64e039f,Ö,Om,16,2,
0xed71015b652d0e6029271bda2200d0bb7144c11c,DAC,TheDAC,0,1000000000000000000,
0x91cb0baa273eef05baf6a301c086d58c4e44d73d,gsac,gsa console,2,1000,
0x885ef455b21d12c93b25fbb9a8618e17357204c7,DDC,Demo day cheaters,0,4,
0xb08708e9b7016ba148fc038debe07a75c5ef877c,$,jamdollar,2,,
0xdb35a698114677a64dc479a258856403c2a8b490,,,,10000002,
0x491e59358171dcf43b7846fc235e8a305057e8e1,ŠƂ,staberium,1,,
0x2065c6a2504f28daad5899b857168b060c58d082,jw,jwbhr,0,,
0x6f7c895c12b9a23249acd85d3d4be9058d94912e,Zonnepanelen,Zonneweide,,,
0xd8356528624f0839d76f8eed05d8806b2d74cbc7,,,0,100000,
0xb48197e386afd89239fa2f62a9d54a3963401742,√,Beige,2,,
0x5d9927d3fdf1bd988e4e9d02a926e48325c93bfe,%,World Points,2,,
0xb2516b7d6cdfb5eff43fffc0ed443506aa4dde1a,D,Dinar,0,,
0x23fc6b05407975477f14307facab08d2411e32b2,tkn1,Token1,1,21000000,
0x6ccf0b344a0484ae49c157c6a3e41e56fbe715ed,,,,1000,
0x80529232b0aa584554a8ba31fdf3438927d7394b,,,,,
0xb961c8a2724d3e14cbb995b94013b0464fd307fa,BT5,Beta6,1,,
0xa04bf47f0e9d1745d254b9b89f304c7d7ad121aa,,,,200000000000000,
0xdafe447177aefb05dd7edae2f5781c98a858d320,UNC,UniCoin,2,,
0x82a1a170a7ec38b35054f0939a9773fa1aa30d49,SB,Schrute Buck,2,0,
0x14bc412c125ac1e29759e5c77bc955ba4e5cc7c5,BTC,Bitcoin,2,,
0xa23a0431a22685660e280bd7ce474dd3308eaaa4,F,Fjr,2,1000,
0xb0f2eec786f11d993a16d54a4ff5cbac8bc0ab78,ELR,ElectroRubl,8,21000000,
0x37ea20b1f09fe6dddd367c5fdb9d457f7fb9c935,TFL,Trifork Lunch,0,,
0xa0375be0efe09c67de9203cb8331a775cad16c8c,,,1,1333333333333333332,
0x304a554a310c7e546dfe434669c62820b7d83490,,,1,3642408527612790000000000,
0xd3ea8e003e64941a63f4b706cfc638fe2d66924b,LOV,Lovecoin,8,,
0x63d62d4bb58eb7a881f927101d4abfaf5b9035b5,BAUTEST,BAU test,9,1000000,
0x56bc1163c85ec5b3030de6178e05e3bc0ca2342d,%,Company Shares,2,300,
0x99b7238e5704650bfe260c6a0e6c224124cac05b,%,DOBShares,2,,
0x0105d415be226a6edbdbfe5bc31e6f4b2b1d2698,,,,4000000000000000000,
0x2d70653555e8bfe52ecc27ffe088df21acb6035c,,,,5000000000000000000,
0x5a46e23f09218b2a5efae087b0f59f46d25dc060,,"Micron Technology, Inc.",0,2960457,
0x84ef4b2357079cd7a7c69fd7a37cd0609a679106,,,1,598974326560793000000000,
0x0312deed361db866e9e3a04f35f833783a32e16f,,,,,
0x3cfdb77249c0917d4a18335d97f80bf69f7157ae,∑,Ethbit,6,5000000000000,
0x2aba43d360dead446789755e10de82e5d4b43135,CFC,Color Forturn Coin,4,,
0xd4fe7bc31cedb7bfb8a345f31e668033056b2728,,,1,110000142499690430,
0x061d52c38d9417c8fe0b2043f4a386f0f2e0bf04,Ƀc,BalsamCoins,2,,
0x7f510dc282786e31d02bf6ba3896abcf8608190f,,Prestamo Deuda Personal,0,1,
0x865dca32945420de5cc4800b8c3ab4e7fed6bb25,cc,yuan,8,,
0x8ca54645bcac8fae80977c438cc63f89b4056c1c,,,,1000000000,
0x971a89b8279cacc848eb8035a75d796cce5216fb,,,,,
0x0ae74afe5375d55db3c6fb7a25f841d71873addf,%,My Infidelz DAO Shrs,6,,
0x6f2e02d328010aa86c7f70f8cd888b7fb6e4b070,%,JeroenDao,2,,
0x9d88e45a4c408c0f26f7052bdad7f6e0b98960f4,*,Atoms,2,100,
0x09d58123194bdaa4a5582489b722f75c8a85d03a,😂,akaKJ,0,1000,
0xfca32338c15e55fd29a98360e72aa444f39be7f1,RC,Race Coins,2,1000000,
0x03582f21b74aab8382d1eb0b50d1e12b84c49f94,c1,C1Coin,4,2121000000,
0x9a6140186f786e93057910638e3d1e248b577884,My,TestCurrency,2,0,
0x6d7e6a0af256459db4c633443006685096cb894a,,,,,
0x74b03dd42cae5239054db98483093a6f75fb142f,TURNIP,Turnip,0,27000,
0x9c97216fe48d739b4d59442a3bcdce95727270bf,%,CBr Aandeel,2,20000,
0x05f1975178262d1c9a6366f2f6ad86ed6d932cae,,,,,
0xcc8e708582fdd7e8a00058f3b4a541e56c3eef79,PC,PaulCoin,0,,
0x4134e8194b1a8c3608a701fd2e97c7a578130a18,TestCoin,TestCoin,0,10000,
0xfecec2a04af199e5942bfc8ee874f5fe43ece0d3,LC,Limited Coin,2,,
0x7f6b157363e32f3f64de9e2a94abcd14bc7d5f40,Oath,Oath,0,,
0x72ce7455a5e7fecc7bd4e670a926e5fe8123cb7c, 🐭,BigmouseTest1,3,100,
0x3335caf588980f482ad0b25613ed9868a5956eb1,,,0,61313123467834523,
0xc8671e3eaad0793de26c4a7ba5ca10a992a80c7a,Euro,kwhcredit,8,,
0x235735225df373b88dbd42b009d4bb3e7d0ac1c7,%,RynTestShares,2,,
0x9818d6277291fb1c94c56153c4a9be1a6300ca83,dollar,pengjunwen,2,,
0x3ea83b55a14fce91e653c7780e1f4beba2f92b68,Ħ,Holkoin,0,0,
0x3349c17c6a8b68c42b8054a3b2c86c10af755fec,ØL,KOORtest,2,100500,
0x875a532348a5de3ab419580bfe22eda95926fa79,E,EtherDollar,4,,
0xd25753116e068eeb7a1f8d11370aa6794c73728c,,,0,0,
0xf1d203f9f4376d0521e74cccfa741f03f1d025a6,$h,Shil-ling,2,1000000,
0x4fcf51bc706e7baa78ac0b0d7664276e1f4e1ebd,HFC,hF coins,5,1000000,
0xbc1457d7feb32de481fa99108eb023820104a104,ac,ac,4,,
0xcb10bb1d302812c9d9d43d4674dbae93cb33cd2e,V,VeganCoin,2,,
0xb6307611c06c57257ee2ad83beed39cc6650163e,%,QDR,2,,
0xfec9eb9f68f822c126fe29f69217b6799d85581d,mihmix,mihmix-test-token,2,,
0x5a16268e63c3099f9b0125992aaa1a3a2ac739a1,Euro,kwhcredit,,,
0xa5c120e6e87de04dffdbfbef85b3f0798a7865ff,#,Share,1,,
0xaacb329eaed5b5beddcd950dee3e4ef791cc442f,💩👌👀,MEME MACHINE Seal of $100% Good Shit,0,,
0x1f43e710565778a09d8f20966fccb4bb16f6df56,,,0,110,
0x2a4e8f7334295f466c8988a3e33712b94206da49,Tet,Testui1,0,19000000,
0x13ec114ffdb980cdf470c45dcf45e544d15c4da6,ʊ,SatoshiPoint Shares,2,21000,
0x82c8139ce6911d15e5aa3d14a25568084c09e9fb,👾,gnidanTok,0,163,
0x49a6503f96a382e66631a046b30a4b711bb87743,,,8,1900000000,
0xbef795cd40aff527f0b992e68da40249338a4317,Cookies,$P4C3,3,,
0x6effb8f9cdb66b3be22049f00b0932d7533e2875,(::),Buttons,18,,
0xabdf2f974dac3305879ef50a43fb61f0ee5853f7,ai,ai,7,,
0xa9a8ec071ed0ed5be571396438a046a423a0c206,MS150,MS150,2,0,
0x377cb6d1c7f764fc55c7c26e63d30ee130cbb38e,ERICS,ERIC,10,1000,
0x3ac0cb49d782553215e7f2797aea6a429eae15de,(U),UBU,2,1584000,
0x75d8a87b9c9c26e2cfc0c463f81eb6151762aa88,noo,noospheer,0,,
0xb95d9ca2789ef529a8d218a2f781ac6b31de7f31,1000,LeoCoin,0,10000,
0xc7c40ad438a86d4bdea1f013a1ed8eefa357fbc1,⬢,Glass,2,50600000,
0x35c2e8e8a90c08b64ee077a424082f64dfd641e3,,,0,1,
0x045d2c4d9011e30eeca01e76c2989253274e4a92,P+,GreenPower,,31584,
0xc60c058da880e82dbefc23f58c7cf0296753fc2d,*,Jcoin,2,,
0x39c69a3af6b8e5da3cb180ee9c0b3ada78ae5dd3,,,0,22809351624036700000,
0xee6760ea173d858cd0434b9d5bbd5e9443311e78,CC,ChydCoin,2,,
0x0778d4dc152c70a475f841b2b4b845d4b9239d75,WAL,Simple 2-factor wallet,18,0,
0xbc39c6b7a74028876d7b336fd6426f85f8265bd8,,,8,1900000000,
0x15fd42a7447091530bc61179ee5fcc1e117aaad8,NFT,NorwayForestTokens,0,10000,
0xa20f3e3f9ec68f6cd27d3cd20723f929a8a5db51,BT1,Beta1,1,,
0xcfa579f64bea13697c09c0ffbb2c8cbaf6c89d4f,S160,Service160,18,0,
0x985907854cc03c0f303b8327e77325757ff92059,,Viacom Inc.,0,553395,
0x0d007cfd011aea04927e0773f8a4c5841465d6af,%,syDAOshare1 ,2,,
0xb2f237e045c261b519ed772f4a51d3b0c20a64e7,BT8,Beta8,1,,
0x9969ec5356d5a3728d38e2ca3cf4e2385a61b59d,,,0,,
0xc77f06da4c067cd6bf43c5c6536be69e71494c69,,,,,
0xa552b20ebd4c1417bcf5d9282673ac1dd7d47f00,VZ,Vitalize,,50000000,
0xa6afd319395358fd67f7899d51aeea3c2e5f3063,PatrolX Shares,PatrolX Shares,0,,
0x2a106e06cd26fad93f732daa4218fce4eac6d6d8,BUT,buttcoin,3,1000000,
0x4258de016d888cb44add23f37ef4d1659926f7bc,eR,eZAR,2,,
0x92569207db6edecab53f4335fed9fe0dac90ca2c,,"Expedia, Inc.",0,107641,
0x11dead58e5a21e6e46594fab6cd12e0a40de5e6a,RFE,ROOTFOUND ENTERPRISE LTD.,4,,
0xc59ec9d594d4947b3743f3ecf4d04d7ed21bee2f,,"Netflix, Inc.",0,891048,
0x89230fdc3b73851da77ebec3cc9f340e48ac0df1,TRU,True,0,,
0xa3ce9fa0f6b6649e40bc5146082661d5f0ed5d7a,ETH,AiraEtherFunds,18,240000000000000000,
0xdfae6d6e712c1220e019b35ff178f599efdb4c5a,RTJ,Ritika's Tip Jar,2,5000000,
0x2d7eb3b1e243595386c8e15abdb91ecfa1785452,DAC,TheDAC,0,1000000000000000000,
0x52c5317c848ba20c7504cb2c8052abd1fde29d03,,,1,1996002585721650000000,
0x6f6704e5a10332af6672e50b3d9754dc460dfa4d,,,1,41173345768012800000,
0x86ca39d10dacdf1cfe490eb984bf0e7c17d1ed37,,,,12008768769843498,
0xeb5cc0c7f51b0882bbadffbe73998efc9b128620,TEST,Test Tokens,2,100,
0x129438ac52e165823feafad42554fa8c562ab363,%,R1 DOT MY Equity,2,10000,
0xec57ffda26efb976ded895dfec132bfddb0a5fec,DAN,DanCoin,8,1000000,
0x0ab2024695ac0f8b9245e28a70d5eaf2dcb65cdb,jpbitpt,jpbitpt,0,,
0x87b127ee022abcf9881b9bad6bb6aac25229dff0,Ŧ,Temporaries,0,17436,
0x6e724ccc59c1a72f733a31b41c8594413363d80b,PPL,PeopleCoin,8,,
0x6f47980674550d8c8240e6eaf3b594f562adc7a9,٨,Dentacoin,0,8000000000000,
0x16dc7410210938b1790edf2bc50ede6233ebc2ee,,,,,
0x6b691264c52a3eed2b30ce60484964f136b5ef4a,∃,Elite,2,10000000,
0x962625e9342b44fabbcbca4cb0296c548643e771,ɧ,HERO,0,2602,
0x202afabb3eb63294c12eb36c98543f614f8b8f77,κ,Crypteum,10,0,
0x58dda156b1aeb3024b79cd4664db2d17faa3c39f,,,0,100000,
0x2f42285a95f02581f49f8e98738aa06671fb670d,AA,Asset A,0,,
0x477e9b642a72ac820cbf03edc0db0323d5c3b7d2,%,Jams1st,2,,
0xd2cf19736d3fefaf8e38e27c188e422044b3d659,EYX,EYXCoin,2,,
0x48c80f1f4d53d5951e5d5438b54cba84f29f32a5,,,18,11000000000000000000000000,
0xae49b8e744b919e380b46410ea2a0fe31205a80f,,,,1000000000000,
0x36bc2a9ac771ff7273a96ed247ed963225762735,TESTF,INRF TEST,2,49820,
0x7fbe0f65f1f2f2241e29db13137b9cdfcb0072a8,natto,MitoCoin,1,,
0x95fbe517be87d42053788035059a9ee3af808238,,,0,100000000,
0x7a47bacaab34d55a5485be5c40ffd2768659716d,%,BitConroys,2,,
0x0101f3be8ebb4bbd39a2e3b9a3639d4259832fd9,,,1,559384955979606000000,
0xe2e8b05946cd64414e8881f39f09ef70a1b683fd,,,,,
0x90e8f2a85bc582ed8ff4dec5abe4b026d4f861df,HRYC,hry,8,,
0x815a46107e5ee2291a76274dc879ce947a3f0850,,,8,50016331999,
0x9e48186ea073f06f1fed0f316c232d0d121c6c52,🌀CITY,🌀CITY blockchain,0,50000,
0x7266b383b26b87e4a696451ba922094d27fedce6,MS100,MyService100,0,0,
0x203e9ee391a18de7a0e933a99249f48a352e5a42,TC,Test Coin,,193,
0xb8b1a141a0307667042b2b937c52884b19801dfd,PSC,Paysafecoin,7,1600000,
0x0737a6b837f97f46ebade41b9bc3e1c509c85c53,,,1,7144077587762826223,
0x4f305aab0ebaf900bd483de4570d50f39777242e,KRZ,Kraze,8,,
0x1ec4b2221a1438f137a0f61b30e3aeda3b427bbb,%,Burgen Stake,2,,
0xfe38b818b34f901b64fa6c59f86d4c012160a7d8,BT11,Beta11,0,,
0x464d3810adc704ad275502ed177b487f7833cb31,AA,Asset A,0,,
0x8aa3268df8c1f2a57eab6de1729f68aa8749e394,%,1Million,2,,
0x84da7438508eec850080f88ff5d76ba10511d025,,,,,
0x6768602ebd64e3ca69c933dec46250df6acbd140,tjs,tengjingshu,8,,
0x0e7db7c15dec9194c7bd2d848d99651c8a1cdfcf,%,My DAO Shares,2,,
0xb328b9db206262b62f8291685bfe52b5dadbf1f4,,,0,5000000000000,
0x8283589e96e3bdb6e7241c662aab01f87f4d4a49,,,,123456789000000,
0x070e22e71da64b423c83a4e7d188bb752c369e17,%,FidelioCoin,2,,
0x1614beaa924415aa8e439134660f5c40bb060140,β,Beta,0,,
0x3fadde945304a36cc2950c3674dc933141a0412b,,,,,
0xdf1db8da82513cc33b52c20828b2d3c337e59896,ENS,EarthNetShare,8,,
0xecf8f87f810ecf450940c9f60066b4a7a501d6a7,,,1,3330892268874460000000,
0xd6e71a3c056dfef9ec939e32d4b3d6a01fa1cc13,SPI,Spikol,0,10,
0xfabe292d8019bfa02e5fead2c78ef71a1bf35ce8,,,,,
0x27b2dbaf2648a50159750a8370256e108d72128a,TKO,TKO003,8,10000000000000000,
0x617dfa82f5c0cd3f6b08b01c007da56c02f095eb,H2O,Water,0,,
0xfb02cc71ee29d7f097a1bbc0e96ef21b1f4ddae5,PZZ,Pizza Token,0,200,
0x7580a7fc4c5c33e2f7bd80b34c0be75b6b471c3a,MYHOUSE,UHN 7-1-701,2,,
0x81b70090d10ad200125aefb7ff8590a5866b089f,$,BoLtZ,2,,
0x45491d68833b573fb7a9126b652946c97807eac6,Č,Clams,0,0,
0xa43446cfad8005c44ce710aa663e1b5f83872eb7,🚬,CigaretteBreaks,0,0,
0xb94f85ea35987648bb460a96a34f56ac1a6cc6f7,PLU,Pluton,8,2000000000000000,
0x6c5a9ba32a51a9f7287aba2e0bb5baf13716a6a9,VOW,Vow Token,2,,
0xcf6c7282ec7d8be0de0e1e3810515a4c5d0a3d62,%,My ICCS2016 Shares,2,1000,
0x1b6c3afdf458b94eee553b731656b939e1a39e80,MS62,MyService62,2,0,
0x66c1594665564fc75751df65af448805c40ae540,$,GoldenBankCoin,2,1000000,
0x2c6796c608262da64e52348e460e39e0ab3eddfb,BCDN004,BCDN004,15,1000000000000000000000000,
0x9c23511bd6cac164b48cb2ce0b22fa2bdc83e874,RMF,Retch Mining Futures,0,,
0xdaca58f2ff29a6f7387de5b79c35575f754ff2fd,ELF,ELF2,0,700,
0x8a772004af0b8fca5e7093c6f277ba7b0e8fa97a,KRZ,Kraze,8,,
0xa1e83bce056237b54248c2e629eb064067270cf0,Euro,kwhcredit,6,,
0x062bc8cd208cb0796c87a789a5e57ddda457f0db,,,,1000000000,
0x14c7ca530ee127b79c5be66581fc9865e810cbde,reward001,reward001,16,0,
0x7abff7bd3cbe2969cc1e51dfef8e4aabd152708f,BAUTEST2,Bau Test2,0,1000000,
0x6ed63fd17aeb5fad83725213bfbcf8939090960e,Splunk Coin,Splunk Coin,10,210000000000000000,
0x92b03e880e260bed01d313c1e3bd67de58b0468a,,,,,
0x395623b39e6bf92037e77d465ec213a433f3c1d6,ml,ML,2,77000000,
0x7e7098e7f21c0838f2c0b9047941d3de715650de,,,1,2248519980000000000,
0x3e088e249d47708924937cb0a48e5694e7dfae25,GGC,Gustave Gold Coin,18,1000000,
0xfb63bfa5b34c1ea33b139d6cab0086f0c8b00a96,%,Shane Coin,2,10001,
0x92f1dbea03ce08225e31e95cc926ddbe0198e6f2,ETH,Ether Token,18,75374459629492500000,
0x62491b0a7a4d0ddd31e9dcd65af939bf7167631f,🌀 SHARE,noxonfund.com,0,0,
0xd9de084e54a026cf85e971bd6821ffa5e8d03f51,MRX(test),Murex Coin (test),0,,
0xff0867af01049c9403033d82209d491c19c830ad,YTM,YTMWM,2,1000000000,
0xfc5ba25528caace9f1ba67992c3d78c7eaa0e5eb,EXT,EXT,0,0,
0x2fdab8f12fa9ad9ad91fc55d52569afc98be9831,EUR,Krüpto Euro 0.41,2,3001,
0x62e1c6cc5632403cd1a0ce7b65c41bf6540f4507,,,2,150000,
0xa79d80c9b61c88df0221ea62bd0bbb399ef531f8,SHT,ShutCoins,0,999999999,
0x9d63c5ae96dc2eb5f9be5f77939225cf9e471437,TCFX,TCFX,0,100000,
0x076d693a7bdd9d6d9fe935faf07868c4418dc468,,,,,
0x2451e27f270d60134ac858209b536fbfdb22a5a1,MEOW,Meow Bucks,2,,
0x8be3e4bb8215528bd20c72b5c9f061aacad7c4eb,VOW,Rainvow Token,2,,
0x2bfe30b66c0ec7dee672b99b8b2d979b507a92ee,%,VoLtZ,0,,
0x5f4fee4dc569af8e1ea7ee0aa34e7c3c31e1f31e,,,8,297000000,
0x4e959520bbf9fbfa371cb6c9a56e653e7d51e13e,XPRM,Prism,2,,
0xcdbcccb0e5760d38bcdfa1cfd06a171ad8eb8b7f,,,0,100000,
0xce3d9c3f3d302436d12f18eca97a3b00e97be7cd,,,,3020000000000000000,
0xaf71e622792f47119411ce019f4ca1b8d993496e,,,,,
0xb5311ab50f72c46d33230109bb361ba5ecb42bc4,XHIPSTER,21xhipster,0,,
0x9ce63a4e69de34844e340fc541d82db9506287bc,,,,20000,
0x3726220db9c6164bf149a4e1474961d905d0db98,Ա,UCAL,3,27644437000,
0xe9eb399f901d58370f986ce2c33424ba61a93187,X,X,4,,
0x35f85c7d1a8fe03c40b8e3b326b4de04a1db0b51,,,,1000000000000,
0x4d3eaf7131a7bd414609f309c6b37d7488a33b51,%,My_DAO_Shares,8,10000,
0x9b8438ecbe3b0ca05c4ae9c9cee9b7d62a721275,EDM,ETHDEMO,4,21500000000,
0x6cdcb6679c8cd078e36f9193057eb634199cce26,%,ABQ,2,,
0x82ba768f31e6caa45889a93bbab2857d587ad956,&,AdvancedCoin,2,101000,
0x793172d94837a1d007c7b906053860e365ecba1d,,,8,121269906,
0x8492d8271c7f665e33ac3d141fa2037c13bf706a,MPB,MPBux,6,,
0x8f945a9f8b93a07f73e04915a5f88e3a0601de8e,VFT,VIURE Founder's Token,2,1250,
0xbde5c0bba5a37c49e736f70ec6151695c1100ea5,@,myToken,0,,
0xf4cbd7e037b80c2e67b80512d482685f15b1fb28,,,0,3913270192948187819,
0xcfc00378ca44da2a0c465367f1f104a9d9e7a83c,%,100% Coin,4,,
0xa9d4e6da9e2c780ccb01061a7736a162d7b02d6c,δ,Djannons,2,,
0xaeb7c1c2b6a91f3ffcc9af3445baa44a2852a546,%,MySweetToken,2,,
0x2d6b1dd58d2da6e9d57583b530fe05462e790e42,Dno,Deano's,2,10000,
0x7bdc6080d83401912db17a2414c0a302a0b43083,E,EtherDollar,0,,
0xca14d1ad1ad5d69a489100c2e6012007c361bc92,alphaTest,alphaTest,8,,
0x8acc3dff6bfad5378cee6c75b4ce81a186571c14,,,,2000,
0xc68f598ce6fe2d9f2dd64508a87a7beb20e9f164,,,0,,
0x9b743992d6a615f686647480b1c1c0c7c024cdf3,Þ,Markoin,2,,
0xec59b7f2dd3386e79bd92edb90901fdd63b549e7,8btc,8BTCCommShare,0,,
0x998460e6c9164e2e9c682fa9bf9273db4a7940f8,cns,consensus,8,,
0x5ef721a435cada7f76847c856859081eab193125,D,Dinar,4,,
0x1f0dc965d1dcdd8ad0559d170123a92dfc7e111f,,,,1000000000000000000,
0xe9c569db2b527821075f3655f10ec681bcc73949,%,Dschunge DAO Shares,2,,
0x810e6f1ef0f4ab4563b2348d5ec7ff2e60b0eb0f,LETH,ETHERLITE,2,1000000000000000000000000000000,
0xffcc0a9d5c2c9e82aec8f47ec159bfc25969832d,EXT,Extropy Coin,2,1000000,
0x515f852153f71653e99ac2032816c93a30938505,,,18,176360263327101000000000,
0x7bf7c9f83172a3ca6f6a13ab790007ad01c0a137,,,0,100000,
0xb2ea89a9fe875326ef1093c453f05425cb1edb96,DQ2,dQcoin2,0,,
0xaedd4e3cb0e42c59982b6dad8491c6b0fa6c6627,TT,Test Tokens 2,2,1000,
0x5daf363941b3a15c6543a9d82dad014ce89dfccd,Wh,MP,,,
0x6cd272fe633167efbedb91311ce9c1b67f3478cb,CLD,Pesoes,2,10000,
0xd44ad753462663b41330bbd92e44c558b6f24120,GND,gnidan$,9,65537000000000,
0x24d69d8d06dc997906839c2592a1f1e8f0b67453,,"JD.com, Inc.",0,1577395,
0x729017c3e2cd949293f9b87197a8e84199ece769,TT,Travis Token,2,101111000,
0xd65b4097f434d3e7e422a437acbda2e0d8537673,,,0,1032197763894698396,
0xf5c67192cd82567fcc325d8c6754b840788a5bc8,%,CryptoFR #0,2,,
0x3abb6f8cee367db4d709fcee18af4c03742c2451,zon,mijnZonnedak,,,
0xf9ffe852b00d6ea1747cfbdec240a1868195d6ae,BFXD,Bitfinex Debt Coins,2,80000000,
0x0025e33f9d8d6a7da8d1829ce00a030b9216d5ce,,,0,100000,
0x10dcfdecc4e8d3213ee682a5795427eb44f9bdf0,%,satoMotive_1,2,,
0xf56c4b9a5b8daca1c36285087b5aa779a5600a7a,SE,shares,3,1000000,
0xd0a36fc5a14f19278010e087d94491d36a16281a,,,0,2061313123467834523,
0x3c725341328f07738c471dbf9667ba287bb75b6f,Y$,Yer,0,,
0xbd53d9f0b09bf7c1b80891452a536e817502453c,,,,,
0x7f32cc883c434434a08e7e34b870d3c2956539b1,zonnepanelen,Zonneweide,,,
0x6aa323340abd0f818b08145e56c20ecac25dcc32,zon,mijnZonnedak,,,
0x1992e866288866e49234f63b486727541bcc0f34,BG,BitderbergGroup,0,,
0xfd2407d2a34a5cc0f8ea2962def3c9a520b66840,%,DTE Shares,18,100000000000000000000,
0x00f0b1e5450753c5d2e156b67e35fa1a30e6fcd2,CMP,CampusCoin,1,,
0xb67b764445f828a37ffb757f8c94c20f07db8da6,%,kobicoin,2,,
0x1c216164be93edab78417f785cbcba0c18582cf1,BCDN,众筹,16,104750594414062500,
0x59a273f78e4d22fcde1a254251941a49295c6786,🦄,Unicorns,0,1,
